1 5082 0.5082
3 1238 0.1238
5 604 0.0604
7 377 0.0377
9 277 0.0277
11 196 0.0196
13 163 0.0163
15 134 0.0134
17 106 0.0106
19 114 0.0114
21 85 0.0085
23 66 0.0066
25 70 0.007
27 43 0.0043
29 49 0.0049
31 36 0.0036
33 38 0.0038
35 45 0.0045
37 38 0.0038
39 34 0.0034
41 26 0.0026
43 30 0.003
45 24 0.0024
47 23 0.0023
49 22 0.0022
51 14 0.0014
53 16 0.0016
55 20 0.002
57 16 0.0016
59 12 0.0012
61 10 0.001
63 16 0.0016
65 12 0.0012
67 13 0.0013
69 15 0.0015
71 10 0.001
73 16 0.0016
75 7 0.0007
77 11 0.0011
79 16 0.0016
81 9 0.0009
83 7 0.0007
85 13 0.0013
87 7 0.0007
89 11 0.0011
91 12 0.0012
93 8 0.0008
95 4 0.0004
97 5 0.0005
99 6 0.0006
101 7 0.0007
103 11 0.0011
105 5 0.0005
107 3 0.0003
109 8 0.0008
111 10 0.001
113 4 0.0004
115 8 0.0008
117 4 0.0004
119 9 0.0009
121 5 0.0005
123 7 0.0007
125 5 0.0005
127 9 0.0009
129 6 0.0006
131 10 0.001
133 1 0.0001
135 5 0.0005
137 9 0.0009
139 5 0.0005
141 2 0.0002
143 6 0.0006
145 4 0.0004
147 4 0.0004
149 6 0.0006
151 3 0.0003
153 5 0.0005
155 1 0.0001
157 5 0.0005
159 4 0.0004
161 8 0.0008
163 2 0.0002
165 6 0.0006
167 3 0.0003
169 2 0.0002
171 6 0.0006
173 4 0.0004
175 6 0.0006
177 1 0.0001
181 1 0.0001
183 2 0.0002
185 2 0.0002
187 2 0.0002
189 5 0.0005
191 3 0.0003
193 2 0.0002
195 3 0.0003
197 4 0.0004
199 1 0.0001
201 3 0.0003
203 1 0.0001
205 3 0.0003
209 3 0.0003
211 3 0.0003
213 1 0.0001
215 3 0.0003
217 2 0.0002
219 1 0.0001
221 2 0.0002
225 1 0.0001
227 1 0.0001
229 2 0.0002
231 2 0.0002
233 3 0.0003
235 5 0.0005
237 3 0.0003
239 2 0.0002
241 1 0.0001
243 4 0.0004
245 1 0.0001
247 2 0.0002
249 2 0.0002
251 1 0.0001
257 1 0.0001
259 1 0.0001
261 1 0.0001
263 2 0.0002
267 1 0.0001
269 4 0.0004
271 2 0.0002
273 3 0.0003
275 7 0.0007
277 2 0.0002
279 3 0.0003
281 3 0.0003
283 2 0.0002
285 2 0.0002
287 2 0.0002
289 2 0.0002
295 1 0.0001
299 1 0.0001
301 3 0.0003
303 1 0.0001
305 2 0.0002
309 1 0.0001
311 1 0.0001
313 1 0.0001
315 4 0.0004
317 1 0.0001
319 2 0.0002
323 3 0.0003
333 3 0.0003
335 4 0.0004
339 3 0.0003
341 1 0.0001
345 1 0.0001
347 1 0.0001
349 2 0.0002
351 1 0.0001
353 1 0.0001
355 3 0.0003
357 1 0.0001
359 1 0.0001
361 1 0.0001
363 5 0.0005
365 1 0.0001
367 3 0.0003
369 1 0.0001
371 1 0.0001
373 2 0.0002
375 3 0.0003
379 2 0.0002
381 1 0.0001
383 1 0.0001
385 3 0.0003
387 1 0.0001
389 1 0.0001
391 2 0.0002
395 1 0.0001
397 4 0.0004
399 1 0.0001
403 1 0.0001
405 2 0.0002
409 1 0.0001
411 1 0.0001
413 1 0.0001
415 3 0.0003
417 2 0.0002
425 1 0.0001
427 1 0.0001
431 2 0.0002
433 1 0.0001
435 2 0.0002
437 3 0.0003
439 1 0.0001
441 1 0.0001
447 1 0.0001
449 1 0.0001
453 2 0.0002
455 1 0.0001
457 1 0.0001
459 1 0.0001
461 2 0.0002
463 1 0.0001
465 1 0.0001
467 1 0.0001
471 1 0.0001
475 3 0.0003
479 2 0.0002
483 2 0.0002
487 1 0.0001
489 1 0.0001
497 1 0.0001
499 1 0.0001
501 1 0.0001
511 1 0.0001
517 1 0.0001
519 1 0.0001
529 2 0.0002
539 1 0.0001
541 1 0.0001
547 2 0.0002
561 1 0.0001
563 1 0.0001
565 1 0.0001
567 1 0.0001
569 1 0.0001
575 1 0.0001
581 1 0.0001
583 2 0.0002
589 1 0.0001
591 1 0.0001
593 1 0.0001
603 1 0.0001
607 3 0.0003
609 1 0.0001
615 2 0.0002
619 1 0.0001
625 3 0.0003
631 1 0.0001
641 1 0.0001
647 3 0.0003
649 1 0.0001
653 1 0.0001
657 2 0.0002
663 1 0.0001
667 2 0.0002
671 1 0.0001
687 1 0.0001
709 1 0.0001
715 1 0.0001
719 1 0.0001
721 1 0.0001
723 1 0.0001
733 1 0.0001
741 1 0.0001
745 1 0.0001
747 1 0.0001
749 1 0.0001
757 3 0.0003
759 1 0.0001
761 1 0.0001
779 1 0.0001
783 2 0.0002
805 1 0.0001
813 2 0.0002
815 1 0.0001
819 1 0.0001
823 1 0.0001
839 1 0.0001
853 1 0.0001
869 1 0.0001
875 1 0.0001
877 1 0.0001
881 1 0.0001
897 1 0.0001
907 1 0.0001
911 1 0.0001
925 1 0.0001
927 1 0.0001
929 1 0.0001
933 1 0.0001
935 1 0.0001
937 1 0.0001
943 1 0.0001
945 1 0.0001
947 1 0.0001
953 1 0.0001
955 1 0.0001
963 1 0.0001
967 1 0.0001
975 1 0.0001
977 1 0.0001
979 1 0.0001
983 1 0.0001
985 1 0.0001
987 1 0.0001
995 1 0.0001
1003 1 0.0001
1011 1 0.0001
1013 1 0.0001
1021 1 0.0001
1029 1 0.0001
1035 2 0.0002
1047 1 0.0001
1067 2 0.0002
1071 1 0.0001
1073 2 0.0002
1091 1 0.0001
1093 1 0.0001
1101 2 0.0002
1125 1 0.0001
1129 1 0.0001
1139 1 0.0001
1147 1 0.0001
1163 1 0.0001
1165 1 0.0001
1187 1 0.0001
1201 1 0.0001
1217 1 0.0001
1225 1 0.0001
1227 1 0.0001
1243 1 0.0001
1247 1 0.0001
1253 1 0.0001
1277 1 0.0001
1297 1 0.0001
1305 1 0.0001
1333 1 0.0001
1353 1 0.0001
1367 1 0.0001
1371 1 0.0001
1385 1 0.0001
1389 2 0.0002
1405 1 0.0001
1411 1 0.0001
1415 1 0.0001
1435 1 0.0001
1441 1 0.0001
1447 1 0.0001
1451 1 0.0001
1459 1 0.0001
1467 1 0.0001
1493 1 0.0001
1501 1 0.0001
1507 1 0.0001
1523 1 0.0001
1531 1 0.0001
1555 1 0.0001
1573 1 0.0001
1635 1 0.0001
1643 1 0.0001
1651 1 0.0001
1655 1 0.0001
1715 1 0.0001
1795 1 0.0001
1835 1 0.0001
1849 1 0.0001
1853 1 0.0001
1957 1 0.0001
1961 1 0.0001
2005 1 0.0001
2009 1 0.0001
2049 1 0.0001
2077 1 0.0001
2095 1 0.0001
2099 1 0.0001
2127 1 0.0001
2143 1 0.0001
2155 1 0.0001
2187 1 0.0001
2207 1 0.0001
2209 1 0.0001
2231 1 0.0001
2263 1 0.0001
2277 1 0.0001
2291 1 0.0001
2333 1 0.0001
2353 1 0.0001
2457 1 0.0001
2463 1 0.0001
2485 1 0.0001
2505 1 0.0001
2509 1 0.0001
2511 1 0.0001
2535 1 0.0001
2561 1 0.0001
2599 1 0.0001
2639 2 0.0002
2731 1 0.0001
2741 1 0.0001
2757 1 0.0001
2761 1 0.0001
2815 1 0.0001
2859 1 0.0001
2871 1 0.0001
2907 1 0.0001
2965 1 0.0001
2969 1 0.0001
3025 1 0.0001
3131 1 0.0001
3161 1 0.0001
3233 1 0.0001
3243 1 0.0001
3259 1 0.0001
3353 1 0.0001
3459 1 0.0001
3503 1 0.0001
3573 1 0.0001
3575 1 0.0001
3655 1 0.0001
3785 1 0.0001
3863 1 0.0001
3909 1 0.0001
3919 1 0.0001
3943 1 0.0001
4011 1 0.0001
4051 1 0.0001
4069 1 0.0001
4081 1 0.0001
4083 1 0.0001
4095 1 0.0001
4165 2 0.0002
4201 1 0.0001
4483 1 0.0001
4561 1 0.0001
4609 1 0.0001
4883 1 0.0001
4889 1 0.0001
5001 1 0.0001
5007 1 0.0001
5015 1 0.0001
5025 1 0.0001
5105 1 0.0001
5111 1 0.0001
5117 1 0.0001
5129 1 0.0001
5161 1 0.0001
5351 1 0.0001
5379 1 0.0001
6297 1 0.0001
6323 1 0.0001
6353 1 0.0001
6427 1 0.0001
6701 1 0.0001
7007 1 0.0001
7079 1 0.0001
7123 1 0.0001
7215 1 0.0001
7217 1 0.0001
7455 1 0.0001
7507 1 0.0001
7557 1 0.0001
7669 1 0.0001
7721 1 0.0001
7841 1 0.0001
8067 1 0.0001
8623 1 0.0001
8707 1 0.0001
8819 1 0.0001
9119 1 0.0001
9167 1 0.0001
9353 1 0.0001
9705 1 0.0001
9987 1 0.0001
10189 1 0.0001
10243 1 0.0001
10357 1 0.0001
10381 1 0.0001
10779 1 0.0001
11565 1 0.0001
11771 1 0.0001
11959 1 0.0001
12189 1 0.0001
12215 2 0.0002
12307 1 0.0001
13331 1 0.0001
13619 1 0.0001
14791 1 0.0001
15501 1 0.0001
15745 1 0.0001
16253 1 0.0001
16435 1 0.0001
16621 1 0.0001
16757 1 0.0001
17397 1 0.0001
18267 1 0.0001
18629 2 0.0002
19295 1 0.0001
21409 1 0.0001
21555 1 0.0001
21665 1 0.0001
22799 1 0.0001
24051 1 0.0001
24761 1 0.0001
25077 1 0.0001
25645 1 0.0001
25689 1 0.0001
26447 1 0.0001
28393 1 0.0001
28823 1 0.0001
33219 1 0.0001
34319 1 0.0001
37097 1 0.0001
44227 1 0.0001
44845 1 0.0001
46515 1 0.0001
48341 1 0.0001
57523 1 0.0001
58529 1 0.0001
77245 1 0.0001
78291 1 0.0001
81831 1 0.0001
82625 1 0.0001
89995 1 0.0001
103919 1 0.0001
108711 1 0.0001
183485 1 0.0001
220885 1 0.0001
263753 1 0.0001
299037 1 0.0001
408111 1 0.0001
425769 1 0.0001
438885 1 0.0001
450063 1 0.0001
482269 1 0.0001
496943 1 0.0001
671611 1 0.0001
874737 1 0.0001
1642003 1 0.0001
3959937 1 0.0001
4683541 1 0.0001
6183073 1 0.0001
10148245 1 0.0001
161825675 1 0.0001
